"LSOA11CD","class","total_length"
"W01000926","Unclassified",7.118
"W01000927","Not Classified",1.832
"W01000927","B Road",0.093
"W01000927","Unclassified",7.601
"W01000927","A Road",2.917
"W01000928","Not Classified",0.296
"W01000928","A Road",1.467
"W01000928","Unclassified",7.915
"W01000929","A Road",1.762
"W01000929","Unclassified",4.09
"W01000929","Not Classified",1.914
"W01000930","Not Classified",12.505
"W01000930","Unclassified",6.539
"W01000930","A Road",5.522
"W01000931","Not Classified",3.138
"W01000931","Unclassified",5.778
"W01000931","A Road",1.069
"W01000932","Not Classified",32.536
"W01000932","A Road",3.979
"W01000932","Unclassified",7.403
"W01000933","B Road",2.773
"W01000933","Motorway",3.482
"W01000933","Not Classified",43.877
"W01000933","A Road",6.671
"W01000933","Unclassified",21.541
"W01000934","Unclassified",2.096
"W01000934","Not Classified",0.247
"W01000935","A Road",0.372
"W01000935","B Road",0.395
"W01000935","Unclassified",2.178
"W01000935","Not Classified",1.053
"W01000936","Not Classified",1.698
"W01000936","Unclassified",2.804
"W01000937","A Road",1.228
"W01000937","Unclassified",5.89
"W01000937","Not Classified",2.419
"W01000938","Unclassified",2.999
"W01000938","B Road",0.367
"W01000938","Not Classified",1.248
"W01000939","Not Classified",1.233
"W01000939","B Road",1.633
"W01000939","Unclassified",5.264
"W01000940","B Road",0.506
"W01000940","Unclassified",2.943
"W01000940","Not Classified",1.409
"W01000941","Not Classified",1.626
"W01000941","Unclassified",3.718
"W01000942","Unclassified",3.445
"W01000942","B Road",0.215
"W01000943","Unclassified",3.288
"W01000943","B Road",0.831
"W01000943","Not Classified",0.375
"W01000944","A Road",6.629
"W01000944","Not Classified",12.556
"W01000944","Unclassified",5.989
"W01000945","Not Classified",4.127
"W01000945","Unclassified",12.185
"W01000945","B Road",2.607
"W01000946","Unclassified",27.012
"W01000946","A Road",4.239
"W01000946","B Road",1.942
"W01000946","Not Classified",8.27
"W01000947","Unclassified",4.846
"W01000947","Not Classified",0.142
"W01000947","A Road",0.985
"W01000948","A Road",0.997
"W01000948","Unclassified",6.723
"W01000948","B Road",0.942
"W01000948","Not Classified",1.512
"W01000949","Not Classified",2.183
"W01000949","A Road",1.686
"W01000949","B Road",0.203
"W01000949","Unclassified",4.494
"W01000950","Not Classified",2.754
"W01000950","Unclassified",3.356
"W01000950","B Road",0.096
"W01000951","A Road",0.596
"W01000951","Unclassified",5.74
"W01000951","Not Classified",1.978
"W01000951","Motorway",0.106
"W01000952","Unclassified",2.068
"W01000952","Motorway",0.293
"W01000952","A Road",0.715
"W01000952","Not Classified",1.415
"W01000953","B Road",4.763
"W01000953","Not Classified",21.185
"W01000953","Unclassified",3.436
"W01000954","B Road",1.494
"W01000954","Unclassified",4.699
"W01000954","Not Classified",9.671
"W01000954","A Road",0.387
"W01000955","Not Classified",6.162
"W01000955","Unclassified",7.739
"W01000955","A Road",1.468
"W01000956","Unclassified",3.433
"W01000956","A Road",1.083
"W01000956","Not Classified",0.174
"W01000957","Not Classified",0.418
"W01000957","Unclassified",6.519
"W01000958","Not Classified",0.107
"W01000958","Unclassified",3.667
"W01000959","Not Classified",1.066
"W01000959","Unclassified",4.038
"W01000960","A Road",0.375
"W01000960","Unclassified",3.129
"W01000960","Not Classified",1.43
"W01000961","A Road",0.024
"W01000961","Not Classified",0.258
"W01000961","Unclassified",3.823
"W01000962","Unclassified",3.278
"W01000962","A Road",0.106
"W01000962","Not Classified",0.047
"W01000963","Not Classified",0.582
"W01000963","Unclassified",5.433
"W01000964","Not Classified",0.152
"W01000964","Unclassified",5.119
"W01000965","Not Classified",5.476
"W01000965","A Road",3.267
"W01000965","Unclassified",6.107
"W01000966","Unclassified",5.626
"W01000966","Not Classified",3.391
"W01000967","Unclassified",3.77
"W01000967","Not Classified",1.624
"W01000967","A Road",1.158
"W01000968","Not Classified",0.619
"W01000968","A Road",0.498
"W01000968","Unclassified",4.316
"W01000969","B Road",1.522
"W01000969","Unclassified",5.972
"W01000969","Not Classified",2.565
"W01000970","Not Classified",0.967
"W01000970","Unclassified",2.769
"W01000970","B Road",1.031
"W01000971","Not Classified",1.695
"W01000971","Unclassified",5.422
"W01000971","B Road",1.343
"W01000973","B Road",0.994
"W01000973","Not Classified",0.198
"W01000973","A Road",0.113
"W01000973","Unclassified",3.876
"W01000974","A Road",3.572
"W01000974","Not Classified",8.084
"W01000974","B Road",1.207
"W01000974","Unclassified",13.178
"W01000975","Unclassified",10.473
"W01000975","Not Classified",2.724
"W01000976","A Road",2.938
"W01000976","B Road",0.931
"W01000976","Unclassified",5.784
"W01000976","Not Classified",10.297
"W01000977","Not Classified",2.664
"W01000977","Unclassified",5.364
"W01000977","A Road",3.619
"W01000978","Unclassified",4.829
"W01000978","A Road",0.791
"W01000978","Not Classified",2.706
"W01000979","Unclassified",2.66
"W01000980","Not Classified",0.044
"W01000980","Unclassified",2.681
"W01000981","Not Classified",0.116
"W01000981","Unclassified",2.87
"W01000982","B Road",0.491
"W01000982","Not Classified",0.272
"W01000982","Unclassified",4.727
"W01000983","B Road",0.295
"W01000983","Unclassified",4.844
"W01000984","Unclassified",4.216
"W01000984","B Road",0.022
"W01000984","Not Classified",0.034
"W01000985","Unclassified",4.495
"W01000986","Not Classified",3.096
"W01000986","B Road",2.508
"W01000986","A Road",3.003
"W01000986","Unclassified",9.818
"W01000987","Unclassified",5.996
"W01000987","A Road",0.706
"W01000987","Motorway",0.449
"W01000987","Not Classified",1.104
"W01000989","A Road",8.846
"W01000989","Unclassified",23.897
"W01000989","Not Classified",8.279
"W01000990","Not Classified",0.136
"W01000990","Unclassified",3.608
"W01000990","A Road",0.295
"W01000991","Unclassified",3.441
"W01000991","A Road",0.539
"W01000991","Not Classified",0.162
"W01000992","Unclassified",3.188
"W01000992","A Road",0.215
"W01000992","Not Classified",3.293
"W01000993","Not Classified",2.341
"W01000993","A Road",0
"W01000993","Unclassified",3.326
"W01000994","A Road",0.732
"W01000994","Not Classified",2.864
"W01000994","Unclassified",2.999
"W01000995","Not Classified",1.488
"W01000995","A Road",0.67
"W01000995","Unclassified",4.946
"W01000996","B Road",2.77
"W01000996","Unclassified",8.172
"W01000996","Not Classified",2.31
"W01000997","Unclassified",4.526
"W01000998","Unclassified",20.811
"W01000998","Not Classified",3.916
"W01000999","Not Classified",0.314
"W01000999","B Road",0.524
"W01000999","Unclassified",4.228
"W01001000","A Road",4.669
"W01001000","Unclassified",11.125
"W01001000","Motorway",2.765
"W01001000","Not Classified",4.541
"W01001000","B Road",0.673
"W01001001","Not Classified",0.499
"W01001001","Unclassified",5.469
"W01001001","Motorway",0.192
"W01001001","A Road",0.201
"W01001002","B Road",0.301
"W01001002","Not Classified",0.413
"W01001002","Unclassified",6.22
"W01001003","A Road",5.821
"W01001003","Unclassified",27.32
"W01001003","Not Classified",6.831
"W01001003","B Road",0.373
"W01001004","Not Classified",0.612
"W01001004","Unclassified",3.497
"W01001004","A Road",1.119
"W01001005","Not Classified",0.76
"W01001005","Unclassified",7.152
"W01001005","Motorway",0.852
"W01001005","A Road",2.186
"W01001006","Not Classified",0.301
"W01001006","Unclassified",6.92
"W01001007","Unclassified",6.398
"W01001007","Not Classified",0.651
"W01001008","Unclassified",8.158
"W01001008","A Road",1.634
"W01001008","Not Classified",0.534
"W01001009","Not Classified",5.306
"W01001009","A Road",5.231
"W01001009","Unclassified",13.065
"W01001010","Not Classified",0.101
"W01001010","Unclassified",2.494
"W01001011","Not Classified",0.22
"W01001011","Unclassified",2.962
"W01001012","A Road",1.66
"W01001012","B Road",0.267
"W01001012","Not Classified",6.744
"W01001012","Unclassified",13.09
"W01001013","A Road",0.709
"W01001013","B Road",0.001
"W01001013","Not Classified",1.37
"W01001013","Unclassified",3.325
"W01001014","A Road",0.771
"W01001014","Unclassified",3.203
"W01001014","Not Classified",1.568
"W01001014","B Road",0.602
"W01001015","Unclassified",5.995
"W01001015","Not Classified",4.843
"W01001016","B Road",1.083
"W01001016","Not Classified",1.087
"W01001016","Unclassified",4.672
"W01001017","Unclassified",4.345
"W01001017","Not Classified",2.656
"W01001017","B Road",0.757
"W01001018","A Road",0.126
"W01001018","Unclassified",2.532
"W01001018","Not Classified",0.514
"W01001019","Not Classified",5.215
"W01001019","Unclassified",8.254
"W01001020","Unclassified",3.132
"W01001020","A Road",0.967
"W01001020","Not Classified",0.502
"W01001021","A Road",0.218
"W01001021","B Road",0.485
"W01001021","Not Classified",1.226
"W01001021","Unclassified",6.2
"W01001022","Unclassified",3.024
"W01001023","Unclassified",4.937
"W01001023","Not Classified",0.776
"W01001024","Unclassified",3.918
"W01001024","Not Classified",1.551
"W01001024","A Road",6.333
"W01001025","Unclassified",2.48
"W01001025","A Road",0.86
"W01001025","Not Classified",2.977
"W01001026","Not Classified",0.462
"W01001026","Unclassified",6.34
"W01001027","A Road",0.44
"W01001027","Unclassified",3.856
"W01001027","Not Classified",0.049
"W01001028","Unclassified",5.501
"W01001028","Not Classified",1.763
"W01001028","A Road",1.972
"W01001029","Unclassified",6.211
"W01001029","A Road",1.082
"W01001029","Not Classified",4.347
"W01001030","Not Classified",4.905
"W01001030","Unclassified",7.564
"W01001030","A Road",0.128
"W01001031","Unclassified",5.004
"W01001031","Not Classified",0.676
"W01001032","Unclassified",7.741
"W01001032","A Road",2.197
"W01001032","Not Classified",0.805
"W01001033","Unclassified",4.459
"W01001033","A Road",1.395
"W01001033","Not Classified",7.836
"W01001034","Unclassified",5.196
"W01001034","Not Classified",1.821
"W01001034","A Road",0.967
"W01001035","B Road",0.73
"W01001035","Unclassified",3.705
"W01001035","Not Classified",1.48
"W01001035","A Road",0.174
"W01001036","B Road",0.239
"W01001036","Unclassified",3.994
"W01001036","Not Classified",1.2
"W01001037","Not Classified",1.795
"W01001037","B Road",1.416
"W01001037","Unclassified",8.021
"W01001037","A Road",1.938
"W01001038","Unclassified",6.791
"W01001038","A Road",0.883
"W01001038","Not Classified",1.205
"W01001039","Not Classified",1.344
"W01001039","Unclassified",4.865
"W01001039","B Road",1.47
"W01001040","Unclassified",17.903
"W01001040","B Road",0.947
"W01001040","Not Classified",7.668
"W01001040","A Road",0.1
"W01001041","Not Classified",3.71
"W01001041","Unclassified",11.446
"W01001041","A Road",1.599
"W01001042","A Road",0.813
"W01001042","Not Classified",2.073
"W01001042","Unclassified",2.599
"W01001043","A Road",0.727
"W01001043","Unclassified",1.878
"W01001043","Not Classified",2.005
"W01001044","A Road",1.007
"W01001044","Not Classified",0.238
"W01001044","Unclassified",5.341
"W01001045","Unclassified",5.843
"W01001045","A Road",0.094
"W01001045","Not Classified",3.164
"W01001046","A Road",0.088
"W01001046","Not Classified",1.913
"W01001046","Unclassified",5.879
"W01001047","Not Classified",0.621
"W01001047","Unclassified",5.3
"W01001048","Unclassified",4.569
"W01001048","B Road",0.32
"W01001048","Not Classified",0.914
"W01001049","A Road",0.198
"W01001049","Not Classified",0.083
"W01001049","Unclassified",3.387
"W01001050","Not Classified",1.337
"W01001050","A Road",0.212
"W01001050","B Road",0.821
"W01001050","Unclassified",5.969
"W01001051","Unclassified",4.104
"W01001051","B Road",0.006
"W01001051","Not Classified",1.369
"W01001052","A Road",0.206
"W01001052","Unclassified",4.056
"W01001052","B Road",0.011
"W01001052","Not Classified",0.7
"W01001053","Unclassified",3.343
"W01001054","Not Classified",0.132
"W01001054","Unclassified",7.159
"W01001055","Unclassified",2.904
"W01001055","A Road",0.091
"W01001055","Not Classified",0.277
"W01001056","Not Classified",1.217
"W01001056","A Road",1.369
"W01001056","Motorway",1.383
"W01001056","Unclassified",6.105
"W01001056","B Road",0.129
"W01001057","Not Classified",0.719
"W01001057","A Road",1.713
"W01001057","Unclassified",5.221
"W01001058","Unclassified",4.501
"W01001058","Not Classified",0.723
"W01001058","A Road",0.967
"W01001059","Unclassified",4.922
"W01001059","Not Classified",1.054
"W01001059","A Road",0.745
"W01001060","Not Classified",0.566
"W01001060","Unclassified",4.804
"W01001061","A Road",1.414
"W01001061","Not Classified",5.131
"W01001061","Unclassified",8.411
"W01001062","Not Classified",1.71
"W01001062","A Road",0.477
"W01001062","Unclassified",2.671
"W01001063","Not Classified",2.135
"W01001063","A Road",0.121
"W01001063","Unclassified",2.144
"W01001064","A Road",0.353
"W01001064","Unclassified",3.284
"W01001064","Not Classified",0.495
"W01001065","Unclassified",2.556
"W01001065","B Road",0.473
"W01001065","A Road",0.55
"W01001065","Not Classified",2.132
"W01001066","Unclassified",3.482
"W01001066","Not Classified",0.657
"W01001066","A Road",0.626
"W01001067","Unclassified",3.075
"W01001067","Not Classified",0.118
"W01001068","Unclassified",4.683
"W01001068","Not Classified",0.002
"W01001068","A Road",0.954
"W01001069","A Road",0
"W01001069","Not Classified",0.984
"W01001069","Unclassified",4.004
"W01001070","A Road",0.113
"W01001070","Not Classified",0.383
"W01001070","Unclassified",2.02
"W01001071","A Road",1.102
"W01001071","Unclassified",4.317
"W01001071","Not Classified",2.644
"W01001072","Not Classified",1.146
"W01001072","Unclassified",5.671
"W01001072","A Road",0.733
"W01001073","Not Classified",4.139
"W01001073","Unclassified",11.559
"W01001075","Not Classified",0.222
"W01001075","Unclassified",2.239
"W01001076","Not Classified",0.503
"W01001076","Unclassified",2.209
"W01001076","A Road",0.967
"W01001077","Unclassified",3.341
"W01001077","B Road",0.986
"W01001077","A Road",0.258
"W01001077","Not Classified",0.196
"W01001078","Unclassified",2.384
"W01001078","B Road",0.149
"W01001078","Not Classified",0.001
"W01001079","Not Classified",1.974
"W01001079","A Road",0.084
"W01001079","Unclassified",2.193
"W01001080","Unclassified",3.82
"W01001080","A Road",0.24
"W01001080","Not Classified",0.797
"W01001081","Not Classified",1.031
"W01001081","Unclassified",3.731
"W01001082","A Road",1.314
"W01001082","B Road",0.167
"W01001082","Not Classified",0.445
"W01001082","Unclassified",4.317
"W01001083","Not Classified",5.117
"W01001083","B Road",1.152
"W01001083","Unclassified",21.826
"W01001084","Unclassified",13.322
"W01001084","A Road",5.028
"W01001084","Not Classified",4.657
"W01001085","Unclassified",35.358
"W01001085","A Road",3.545
"W01001085","Not Classified",9.982
"W01001086","Not Classified",2.081
"W01001086","A Road",0.752
"W01001086","Unclassified",13.471
"W01001087","Unclassified",2.731
"W01001087","A Road",0.456
"W01001087","Not Classified",0.65
"W01001088","Unclassified",4.763
"W01001088","Not Classified",0.342
"W01001089","A Road",2.502
"W01001089","Not Classified",2.372
"W01001089","B Road",0.412
"W01001089","Unclassified",5.416
"W01001090","Not Classified",4.815
"W01001090","B Road",1.884
"W01001090","Unclassified",10.001
"W01001090","A Road",0.148
"W01001091","Not Classified",0.661
"W01001091","Unclassified",5.862
"W01001091","A Road",0.64
"W01001092","Unclassified",4.04
"W01001092","A Road",0.694
"W01001092","Not Classified",2.625
"W01001093","Not Classified",1.972
"W01001093","Unclassified",4.092
"W01001093","A Road",0.362
"W01001094","Unclassified",1.956
"W01001095","Unclassified",3.106
"W01001096","Unclassified",3.501
"W01001096","Not Classified",0.207
"W01001097","Not Classified",0.424
"W01001097","Unclassified",4.51
"W01001097","A Road",0.995
"W01001098","Not Classified",0.277
"W01001098","B Road",0.295
"W01001098","Unclassified",1.393
"W01001098","A Road",0.526
"W01001099","Unclassified",2.206
"W01001099","Not Classified",0.15
"W01001099","A Road",0.007
"W01001099","B Road",0.06
"W01001100","Not Classified",0.086
"W01001100","Unclassified",3.427
"W01001100","B Road",0.58
"W01001101","Not Classified",1.599
"W01001101","Unclassified",1.528
"W01001101","B Road",0.063
"W01001101","A Road",0.344
"W01001102","Unclassified",2.11
"W01001102","Not Classified",1.679
"W01001102","A Road",0.312
"W01001103","Unclassified",2.991
"W01001103","Not Classified",0.292
"W01001103","A Road",0.256
"W01001104","A Road",1.039
"W01001104","Not Classified",2.665
"W01001104","Unclassified",6.18
"W01001104","B Road",0.999
"W01001105","Unclassified",64.048
"W01001105","Not Classified",16.227
"W01001105","A Road",3.549
"W01001105","B Road",9.125
"W01001106","Unclassified",4.473
"W01001106","B Road",0.024
"W01001106","Not Classified",0.06
"W01001107","Not Classified",0.66
"W01001107","Unclassified",7.417
"W01001108","Unclassified",17.451
"W01001108","B Road",0.53
"W01001108","Not Classified",8.36
"W01001109","Unclassified",3.332
"W01001109","Not Classified",1.714
"W01001110","B Road",5.34
"W01001110","Not Classified",6.02
"W01001110","Unclassified",31.165
"W01001111","Not Classified",0.434
"W01001111","Unclassified",2.206
"W01001112","B Road",0.762
"W01001112","Unclassified",3.208
"W01001113","Not Classified",27.82
"W01001113","A Road",2.946
"W01001113","Motorway",3.703
"W01001113","Unclassified",58.106
"W01001114","B Road",0.604
"W01001114","Not Classified",0.095
"W01001114","Unclassified",6.27
"W01001115","Unclassified",5.551
"W01001115","Not Classified",0.126
"W01001115","B Road",0.515
"W01001116","Unclassified",5.013
"W01001116","Not Classified",1.52
"W01001117","Not Classified",3.814
"W01001117","Unclassified",4.646
"W01001118","Not Classified",2.94
"W01001118","B Road",1.325
"W01001118","Unclassified",10.315
"W01001118","A Road",0.05
"W01001119","Unclassified",44.535
"W01001119","A Road",4.758
"W01001119","B Road",0.703
"W01001119","Not Classified",9.751
"W01001120","Not Classified",1.717
"W01001120","B Road",1.158
"W01001120","Unclassified",7.111
"W01001121","B Road",2.252
"W01001121","Not Classified",10.699
"W01001121","Unclassified",10.241
"W01001122","Not Classified",7.424
"W01001122","Unclassified",11.087
"W01001122","B Road",0.365
"W01001123","Not Classified",0.907
"W01001123","Unclassified",2.778
"W01001124","A Road",0.209
"W01001124","Unclassified",2.928
"W01001124","Not Classified",0.236
"W01001125","A Road",0.599
"W01001125","Unclassified",3.28
"W01001125","Not Classified",1.256
"W01001126","Not Classified",0.302
"W01001126","Unclassified",5.722
"W01001127","B Road",9.528
"W01001127","Not Classified",9.165
"W01001127","Unclassified",13.188
"W01001128","Unclassified",15.424
"W01001128","Not Classified",2.869
"W01001128","B Road",3.585
"W01001129","Unclassified",2.865
"W01001129","Not Classified",0.408
"W01001129","B Road",0.137
"W01001130","Unclassified",3.029
"W01001130","Not Classified",1.254
"W01001131","Not Classified",0.7
"W01001131","B Road",0.205
"W01001131","Unclassified",2.528
"W01001132","Not Classified",0.026
"W01001132","Unclassified",2.942
"W01001133","B Road",2.18
"W01001133","Not Classified",5.264
"W01001133","Unclassified",7.827
"W01001133","A Road",0.377
"W01001134","B Road",0.821
"W01001134","Not Classified",3.674
"W01001134","Unclassified",5.838
"W01001135","A Road",9.842
"W01001135","Not Classified",12.258
"W01001135","Unclassified",19.71
"W01001136","A Road",2.041
"W01001136","Unclassified",6.888
"W01001136","Not Classified",1.723
"W01001137","Not Classified",1.877
"W01001137","B Road",0.907
"W01001137","Unclassified",5.473
"W01001138","Unclassified",2.483
"W01001138","B Road",0.747
"W01001138","Not Classified",0.546
"W01001139","Not Classified",1.758
"W01001139","Unclassified",2.797
"W01001140","Not Classified",1.892
"W01001140","Unclassified",5.046
"W01001141","Not Classified",4.552
"W01001141","Unclassified",4.227
"W01001142","Not Classified",3.855
"W01001142","A Road",0.123
"W01001142","B Road",2.504
"W01001142","Unclassified",6.876
"W01001143","B Road",0.45
"W01001143","Not Classified",3.664
"W01001143","A Road",0.872
"W01001143","Unclassified",6.963
"W01001144","Unclassified",4.062
"W01001144","B Road",1.806
"W01001144","Not Classified",1.001
"W01001145","Unclassified",3.671
"W01001145","B Road",1.811
"W01001145","Not Classified",0.372
"W01001145","A Road",0.705
"W01001146","Not Classified",2.091
"W01001146","Unclassified",4.888
"W01001146","B Road",0.478
"W01001146","A Road",1.251
"W01001147","Unclassified",6.998
"W01001147","Not Classified",6.862
"W01001147","A Road",0.048
"W01001148","Not Classified",1.109
"W01001148","A Road",0.581
"W01001148","B Road",0.437
"W01001148","Unclassified",4.334
"W01001149","A Road",1.023
"W01001149","Not Classified",1.116
"W01001149","Unclassified",2.887
"W01001150","Not Classified",0.27
"W01001150","A Road",1.057
"W01001150","B Road",0.53
"W01001150","Unclassified",4.707
"W01001151","B Road",0.006
"W01001151","Not Classified",1.082
"W01001151","Unclassified",5.728
"W01001152","A Road",0.045
"W01001152","Unclassified",12.342
"W01001152","B Road",4.644
"W01001152","Not Classified",7.611
"W01001153","B Road",1.274
"W01001153","Not Classified",0.365
"W01001153","A Road",0.094
"W01001153","Unclassified",4.023
"W01001154","Not Classified",10.928
"W01001154","A Road",0.141
"W01001154","Unclassified",4.94
"W01001155","Not Classified",0.589
"W01001155","Unclassified",3.732
"W01001156","Unclassified",4.137
"W01001156","Not Classified",0.119
"W01001157","Unclassified",3.895
"W01001158","Unclassified",5.854
"W01001158","Not Classified",2.234
"W01001158","B Road",0.894
"W01001159","Not Classified",0.649
"W01001159","Unclassified",5.071
"W01001159","B Road",0.219
"W01001160","A Road",0.311
"W01001160","Unclassified",10.007
"W01001160","Not Classified",3.097
"W01001160","Motorway",0.428
"W01001161","Not Classified",5.808
"W01001161","Unclassified",8.088
"W01001161","A Road",1.386
"W01001162","Unclassified",5.035
"W01001162","B Road",0.261
"W01001162","Not Classified",0.791
"W01001164","Not Classified",2.86
"W01001164","Unclassified",3.736
"W01001164","A Road",1.033
"W01001165","A Road",0.848
"W01001165","Not Classified",0.857
"W01001165","Unclassified",3.55
"W01001166","Unclassified",3.843
"W01001166","Not Classified",2.336
"W01001167","Not Classified",2.105
"W01001167","Unclassified",5.031
"W01001168","Not Classified",0.524
"W01001168","Unclassified",4.493
"W01001169","Not Classified",2.688
"W01001169","A Road",1.318
"W01001169","Unclassified",8.342
"W01001170","Not Classified",0.426
"W01001170","Unclassified",4.003
"W01001171","Unclassified",4.835
"W01001171","Not Classified",1.521
"W01001171","B Road",0.31
"W01001171","A Road",0.462
"W01001172","A Road",0.437
"W01001172","Unclassified",3.357
"W01001172","Not Classified",1.401
"W01001173","A Road",1.08
"W01001173","Not Classified",0.989
"W01001173","Unclassified",2.848
"W01001174","A Road",0.373
"W01001174","Unclassified",2.853
"W01001174","Not Classified",0.524
"W01001175","Not Classified",1.149
"W01001175","A Road",0.383
"W01001175","Unclassified",2.858
"W01001176","Not Classified",0.992
"W01001176","Unclassified",3.192
"W01001176","A Road",0.787
"W01001177","Unclassified",4.327
"W01001177","Not Classified",2.102
"W01001177","A Road",0.47
"W01001178","Unclassified",2.784
"W01001178","Not Classified",1.804
"W01001178","B Road",2.185
"W01001179","Unclassified",4.878
"W01001179","B Road",0.527
"W01001179","Not Classified",2.156
"W01001179","A Road",1.762
"W01001180","B Road",0.782
"W01001180","Unclassified",2.83
"W01001180","Not Classified",1.328
"W01001181","B Road",1.665
"W01001181","Not Classified",0.322
"W01001181","Unclassified",4.197
"W01001182","Not Classified",1.476
"W01001182","Unclassified",6.441
"W01001182","A Road",0.275
"W01001183","Not Classified",0.009
"W01001183","Unclassified",1.383
"W01001183","A Road",0.199
"W01001184","Not Classified",5.399
"W01001184","Unclassified",10.374
"W01001184","A Road",6.321
"W01001185","Not Classified",0.429
"W01001185","A Road",0.357
"W01001185","Unclassified",6.05
"W01001186","Not Classified",0.242
"W01001186","A Road",0.046
"W01001186","Unclassified",4.833
"W01001187","Unclassified",4.856
"W01001187","Not Classified",0.546
"W01001187","A Road",0.893
"W01001188","Not Classified",1.438
"W01001188","A Road",0.088
"W01001188","Unclassified",4.908
"W01001189","Not Classified",0.444
"W01001189","Unclassified",4.005
"W01001189","A Road",0.291
"W01001190","Unclassified",9.941
"W01001190","Not Classified",9.564
"W01001190","A Road",3.185
"W01001191","Not Classified",4.263
"W01001191","A Road",0.105
"W01001191","Unclassified",15.165
"W01001192","Unclassified",3.19
"W01001192","Not Classified",0.247
"W01001193","B Road",0.095
"W01001193","Unclassified",3.175
"W01001193","Not Classified",0.133
"W01001193","A Road",0.146
"W01001194","A Road",2.829
"W01001194","Not Classified",1.876
"W01001194","Unclassified",8.271
"W01001195","A Road",0.987
"W01001195","B Road",0.714
"W01001195","Not Classified",6.241
"W01001195","Unclassified",11.572
"W01001196","Not Classified",0.536
"W01001196","Unclassified",4.645
"W01001196","B Road",0.532
"W01001197","A Road",0.288
"W01001197","Unclassified",7.623
"W01001197","Not Classified",3.646
"W01001198","Not Classified",0.152
"W01001198","Unclassified",4.237
"W01001199","B Road",0.873
"W01001199","Unclassified",5.973
"W01001199","Not Classified",2.832
"W01001199","A Road",0.122
"W01001200","Not Classified",1.396
"W01001200","Unclassified",2.863
"W01001200","A Road",0
"W01001201","Not Classified",1.745
"W01001201","A Road",1.096
"W01001201","Unclassified",2.625
"W01001201","B Road",0.204
"W01001202","Not Classified",10.099
"W01001202","A Road",1.931
"W01001202","Unclassified",5.022
"W01001203","A Road",1.586
"W01001203","Unclassified",3.807
"W01001203","Not Classified",1.398
"W01001204","A Road",2.906
"W01001204","B Road",0.096
"W01001204","Unclassified",5.101
"W01001204","Not Classified",4.316
"W01001205","Not Classified",1.777
"W01001205","A Road",0.364
"W01001205","Unclassified",6.136
"W01001205","B Road",0.01
"W01001206","Unclassified",3.204
"W01001206","B Road",0.044
"W01001206","Not Classified",0.492
"W01001207","Not Classified",0.326
"W01001207","B Road",0.697
"W01001207","Unclassified",4.402
"W01001208","Unclassified",3.36
"W01001208","B Road",0.952
"W01001208","Not Classified",1.577
"W01001209","B Road",0.11
"W01001209","Not Classified",0.421
"W01001209","Unclassified",3.648
"W01001210","Unclassified",3.577
"W01001210","B Road",0.799
"W01001210","Not Classified",1.58
"W01001211","Not Classified",0.203
"W01001211","Unclassified",3.257
"W01001211","B Road",0.383
"W01001212","Not Classified",0.62
"W01001212","B Road",0.53
"W01001212","Unclassified",2.737
"W01001213","Not Classified",2.286
"W01001213","B Road",0.663
"W01001213","Unclassified",2.579
"W01001214","Unclassified",2.856
"W01001214","B Road",0.445
"W01001214","Not Classified",1.772
"W01001215","A Road",0.978
"W01001215","B Road",0.05
"W01001215","Unclassified",2.9
"W01001215","Not Classified",1.095
"W01001216","A Road",0.343
"W01001216","Unclassified",3.153
"W01001216","Not Classified",2.467
"W01001217","A Road",0.138
"W01001217","Not Classified",0.448
"W01001217","Unclassified",3.466
"W01001218","B Road",0.073
"W01001218","Not Classified",2.419
"W01001218","Unclassified",4.03
"W01001219","Not Classified",1.642
"W01001219","B Road",0.7
"W01001219","Unclassified",2.327
"W01001219","A Road",0.018
"W01001220","A Road",0.042
"W01001220","B Road",0.053
"W01001220","Unclassified",3.85
"W01001220","Not Classified",1.137
"W01001221","Unclassified",3.789
"W01001221","A Road",0.799
"W01001221","Not Classified",1.828
"W01001222","Unclassified",4.69
"W01001222","A Road",0.601
"W01001222","Not Classified",0.092
"W01001223","Not Classified",4.706
"W01001223","Unclassified",6.462
"W01001223","A Road",2.224
"W01001224","Not Classified",0.232
"W01001224","Unclassified",6.134
"W01001224","B Road",1.09
"W01001224","A Road",0.427
"W01001225","A Road",2.685
"W01001225","Motorway",0.007
"W01001225","B Road",0.335
"W01001225","Not Classified",6.042
"W01001225","Unclassified",9.591
"W01001226","Unclassified",3.428
"W01001226","Not Classified",1.23
"W01001226","A Road",0.301
"W01001226","B Road",0.298
"W01001227","Not Classified",0.464
"W01001227","Unclassified",3.411
"W01001228","Not Classified",1.263
"W01001228","Unclassified",6.696
"W01001228","B Road",1.105
"W01001228","A Road",0.678
"W01001229","A Road",0
"W01001229","Unclassified",2.883
"W01001229","B Road",0.522
"W01001229","Not Classified",1.896
"W01001230","B Road",0.507
"W01001230","Unclassified",3.757
"W01001230","Not Classified",2.803
"W01001231","Not Classified",1.191
"W01001231","Unclassified",5.032
"W01001231","B Road",0.996
"W01001232","B Road",0.314
"W01001232","Unclassified",3.492
"W01001232","Not Classified",0.583
"W01001232","A Road",2.108
"W01001233","A Road",14.222
"W01001233","Unclassified",31.609
"W01001233","Not Classified",45.9
"W01001234","Unclassified",6.349
"W01001234","A Road",0.696
