"LSOA11CD","class","total_length"
"W01001234","Not Classified",2.737
"W01001235","Unclassified",3.248
"W01001235","Not Classified",1.149
"W01001235","A Road",0.956
"W01001236","A Road",0.62
"W01001236","Unclassified",4.408
"W01001236","Not Classified",2.367
"W01001237","Unclassified",2.616
"W01001237","Not Classified",0.084
"W01001238","Not Classified",1.143
"W01001238","Unclassified",4.181
"W01001239","Unclassified",3.257
"W01001239","Not Classified",0.388
"W01001240","Not Classified",3.544
"W01001240","Unclassified",8.509
"W01001240","A Road",5.237
"W01001241","Unclassified",4.954
"W01001241","Not Classified",1.832
"W01001241","A Road",1.808
"W01001242","Not Classified",1.893
"W01001242","A Road",2.384
"W01001242","Unclassified",6.406
"W01001243","B Road",0.049
"W01001243","A Road",1.713
"W01001243","Unclassified",4.383
"W01001243","Not Classified",0.856
"W01001244","Not Classified",1.928
"W01001244","Unclassified",11.945
"W01001244","A Road",0.634
"W01001244","B Road",0.435
"W01001245","Not Classified",1.624
"W01001245","A Road",0.921
"W01001245","B Road",0.972
"W01001245","Unclassified",3.353
"W01001246","Unclassified",3.628
"W01001246","B Road",0.299
"W01001247","Not Classified",2.436
"W01001247","Unclassified",3.369
"W01001248","Unclassified",5.992
"W01001248","Not Classified",4.566
"W01001248","A Road",0.695
"W01001249","Unclassified",3.147
"W01001249","Not Classified",1.977
"W01001250","Not Classified",6.585
"W01001250","Unclassified",11.089
"W01001250","A Road",0.903
"W01001251","Unclassified",3.547
"W01001251","Not Classified",0.66
"W01001252","Unclassified",4.023
"W01001252","Not Classified",0.653
"W01001253","A Road",0.132
"W01001253","B Road",1.203
"W01001253","Not Classified",4.318
"W01001253","Unclassified",4.279
"W01001255","A Road",0.511
"W01001255","Unclassified",3.786
"W01001255","B Road",1.026
"W01001255","Not Classified",1.049
"W01001256","Unclassified",2.373
"W01001256","Not Classified",1.096
"W01001257","A Road",0.416
"W01001257","Not Classified",1.644
"W01001257","Unclassified",4.965
"W01001258","Unclassified",3.776
"W01001258","Not Classified",3.163
"W01001258","A Road",4.715
"W01001259","B Road",0.945
"W01001259","Unclassified",3.513
"W01001259","Not Classified",2.704
"W01001260","A Road",0.078
"W01001260","B Road",0.767
"W01001260","Unclassified",1.497
"W01001260","Not Classified",1.483
"W01001261","B Road",1.197
"W01001261","A Road",0.44
"W01001261","Unclassified",2.355
"W01001261","Not Classified",1.582
"W01001262","A Road",0.466
"W01001262","Unclassified",3.868
"W01001262","Not Classified",2.599
"W01001262","B Road",1.479
"W01001263","Unclassified",3.437
"W01001263","Not Classified",2.297
"W01001264","Not Classified",3.766
"W01001264","Unclassified",2.786
"W01001264","B Road",1.057
"W01001264","A Road",0.448
"W01001265","A Road",0.659
"W01001265","B Road",0
"W01001265","Unclassified",2.816
"W01001265","Not Classified",2.429
"W01001266","A Road",0.499
"W01001266","Unclassified",3.325
"W01001266","Not Classified",6.763
"W01001266","B Road",0.28
"W01001267","B Road",0.007
"W01001267","A Road",2.706
"W01001267","Unclassified",5.706
"W01001267","Not Classified",6.516
"W01001268","B Road",0.778
"W01001268","Not Classified",2.102
"W01001268","Unclassified",2.729
"W01001268","A Road",0.188
"W01001269","Unclassified",3.772
"W01001269","Not Classified",2.43
"W01001269","B Road",0.02
"W01001269","A Road",1.023
"W01001270","Not Classified",3.459
"W01001270","A Road",0.253
"W01001270","B Road",0.202
"W01001270","Unclassified",3.542
"W01001271","A Road",0.974
"W01001271","Unclassified",4.765
"W01001271","Not Classified",5.352
"W01001271","B Road",0.346
"W01001272","Unclassified",3.408
"W01001272","A Road",0.574
"W01001272","Not Classified",2.859
"W01001273","Unclassified",2.021
"W01001273","A Road",0.736
"W01001273","Not Classified",2.49
"W01001274","Not Classified",0.479
"W01001274","B Road",0.511
"W01001274","A Road",0.021
"W01001274","Unclassified",3.87
"W01001275","Not Classified",1.789
"W01001275","A Road",0.385
"W01001275","Unclassified",5.03
"W01001275","B Road",0.079
"W01001276","A Road",1.403
"W01001276","Unclassified",5.574
"W01001276","Not Classified",0.204
"W01001277","B Road",0.676
"W01001277","Unclassified",2.85
"W01001277","Not Classified",0.24
"W01001278","Not Classified",1.146
"W01001278","Unclassified",2.516
"W01001278","B Road",0.239
"W01001279","Unclassified",2.095
"W01001279","B Road",0.1
"W01001279","Not Classified",0.467
"W01001280","Unclassified",5.1
"W01001280","Not Classified",2.126
"W01001280","A Road",0.091
"W01001281","Not Classified",1.948
"W01001281","Unclassified",5.333
"W01001281","A Road",0.179
"W01001282","B Road",1.733
"W01001282","Not Classified",6.356
"W01001282","Unclassified",4.298
"W01001283","Unclassified",16.866
"W01001283","Not Classified",14.704
"W01001283","B Road",0.799
"W01001284","Unclassified",2.949
"W01001285","A Road",1.241
"W01001285","B Road",0.979
"W01001285","Not Classified",1.98
"W01001285","Unclassified",2.715
"W01001286","Unclassified",2.19
"W01001286","Not Classified",2.075
"W01001286","B Road",0.837
"W01001287","Unclassified",2.916
"W01001287","B Road",0.582
"W01001287","Not Classified",3.617
"W01001287","A Road",0.2
"W01001288","Unclassified",2.879
"W01001288","B Road",0.356
"W01001288","A Road",0.604
"W01001288","Not Classified",1.488
"W01001289","Not Classified",10.601
"W01001289","B Road",2.01
"W01001289","Unclassified",9.487
"W01001290","B Road",2.56
"W01001290","Unclassified",5.968
"W01001290","Not Classified",2.84
"W01001291","Not Classified",2.033
"W01001291","Unclassified",6.794
"W01001291","A Road",1.059
"W01001292","Unclassified",7.386
"W01001292","Not Classified",0.238
"W01001293","Not Classified",0.421
"W01001293","Unclassified",7.61
"W01001293","A Road",0.124
"W01001294","Not Classified",0.821
"W01001294","Unclassified",6.86
"W01001295","Not Classified",0.286
"W01001295","A Road",0.293
"W01001295","Unclassified",7.386
"W01001296","Unclassified",6.706
"W01001296","Not Classified",4.474
"W01001297","Not Classified",2.151
"W01001297","Unclassified",4.652
"W01001297","A Road",0.568
"W01001298","A Road",0.003
"W01001298","Not Classified",1.38
"W01001298","Unclassified",9.766
"W01001299","Unclassified",4.257
"W01001299","Not Classified",0.534
"W01001300","Unclassified",5.301
"W01001300","Not Classified",0.132
"W01001301","Unclassified",4.564
"W01001302","A Road",0.825
"W01001302","Unclassified",1.927
"W01001302","Not Classified",1.023
"W01001302","B Road",0.347
"W01001303","Unclassified",4.178
"W01001303","A Road",0.747
"W01001303","B Road",0.057
"W01001303","Not Classified",0.98
"W01001304","A Road",0.001
"W01001304","Not Classified",3.068
"W01001304","Unclassified",2.832
"W01001304","B Road",1.005
"W01001305","A Road",0.159
"W01001305","Not Classified",0.57
"W01001305","Unclassified",3.011
"W01001306","Not Classified",1.757
"W01001306","A Road",1.959
"W01001306","Unclassified",4.79
"W01001307","Not Classified",0.618
"W01001307","A Road",0.331
"W01001307","Unclassified",4.301
"W01001308","Unclassified",3.063
"W01001309","Not Classified",0.395
"W01001309","Unclassified",2.738
"W01001310","A Road",0.054
"W01001310","Unclassified",4.036
"W01001310","Not Classified",1.292
"W01001311","Unclassified",2.58
"W01001311","Not Classified",1.133
"W01001312","Not Classified",6.988
"W01001312","A Road",1.533
"W01001312","Unclassified",4.262
"W01001312","B Road",0.227
"W01001313","B Road",0.521
"W01001313","Unclassified",2.781
"W01001313","Not Classified",1.431
"W01001313","A Road",0.71
"W01001314","Not Classified",3.579
"W01001314","A Road",2.22
"W01001314","Unclassified",7.345
"W01001315","A Road",0.392
"W01001315","Not Classified",1.286
"W01001315","Unclassified",7.507
"W01001316","A Road",0.787
"W01001316","Unclassified",7.888
"W01001316","Not Classified",1.678
"W01001317","A Road",0.794
"W01001317","Unclassified",7.289
"W01001317","Not Classified",3.032
"W01001318","A Road",1.33
"W01001318","Unclassified",3.366
"W01001318","Not Classified",1.679
"W01001319","Unclassified",7.439
"W01001319","A Road",1.23
"W01001319","Not Classified",0.502
"W01001320","A Road",0.896
"W01001320","B Road",0.332
"W01001320","Unclassified",4.025
"W01001320","Not Classified",0.972
"W01001321","B Road",0.368
"W01001321","A Road",0.196
"W01001321","Not Classified",2.096
"W01001321","Unclassified",7.711
"W01001322","Not Classified",0.198
"W01001322","A Road",0.444
"W01001322","B Road",0.449
"W01001322","Unclassified",4.783
"W01001324","Not Classified",2.787
"W01001324","A Road",3.948
"W01001324","Unclassified",8.462
"W01001325","Not Classified",1.1
"W01001325","B Road",1.365
"W01001325","Unclassified",6.749
"W01001326","A Road",1.867
"W01001326","Not Classified",3.291
"W01001326","Unclassified",7.015
"W01001326","B Road",0.1
"W01001327","A Road",0.664
"W01001327","B Road",0.965
"W01001327","Not Classified",18.106
"W01001327","Unclassified",15.004
"W01001328","Unclassified",6.264
"W01001328","Not Classified",2.591
"W01001328","B Road",0.494
"W01001328","A Road",0.045
"W01001329","Unclassified",4.575
"W01001329","A Road",0.559
"W01001329","Not Classified",1.673
"W01001329","B Road",0.802
"W01001330","B Road",0.891
"W01001330","Unclassified",4.508
"W01001330","Not Classified",1.791
"W01001331","Not Classified",2.579
"W01001331","B Road",0.361
"W01001331","Unclassified",3.859
"W01001332","Unclassified",7.586
"W01001332","B Road",0.771
"W01001332","Not Classified",5.466
"W01001333","Not Classified",1.458
"W01001333","Unclassified",3.021
"W01001333","B Road",0.375
"W01001334","B Road",1.057
"W01001334","A Road",0.937
"W01001334","Not Classified",0.511
"W01001334","Unclassified",4.12
"W01001335","Not Classified",11.857
"W01001335","A Road",3.85
"W01001335","Unclassified",13.151
"W01001335","B Road",0.633
"W01001336","Not Classified",0.43
"W01001336","A Road",0.11
"W01001336","Unclassified",2.862
"W01001337","Unclassified",2.839
"W01001337","Not Classified",1.855
"W01001338","Unclassified",3.522
"W01001338","Not Classified",2.289
"W01001338","A Road",0.098
"W01001339","Unclassified",4.998
"W01001339","Not Classified",1.013
"W01001340","Not Classified",3.6
"W01001340","Unclassified",11.735
"W01001340","A Road",0.135
"W01001341","A Road",0.245
"W01001341","Unclassified",5.43
"W01001341","Not Classified",0.48
"W01001342","Not Classified",0.21
"W01001342","A Road",0.814
"W01001342","Unclassified",3.815
"W01001343","Not Classified",3.446
"W01001343","Unclassified",6.497
"W01001343","A Road",1.354
"W01001344","Not Classified",2.61
"W01001344","A Road",1.158
"W01001344","Unclassified",7.437
"W01001345","Not Classified",0.431
"W01001345","A Road",0.278
"W01001345","Unclassified",2.61
"W01001346","Not Classified",1.488
"W01001346","A Road",0.576
"W01001346","Unclassified",4.272
"W01001347","Not Classified",0.825
"W01001347","Unclassified",4.18
"W01001347","A Road",0.14
"W01001347","B Road",0.005
"W01001348","Not Classified",0.349
"W01001348","Unclassified",3.305
"W01001349","Not Classified",0.292
"W01001349","Unclassified",4.343
"W01001349","B Road",0.404
"W01001350","Unclassified",4.395
"W01001350","B Road",1.482
"W01001350","Not Classified",2.467
"W01001351","B Road",0.142
"W01001351","Not Classified",1.487
"W01001351","Unclassified",6.45
"W01001351","A Road",0.815
"W01001352","Unclassified",4.298
"W01001352","Not Classified",0.277
"W01001353","Not Classified",0.191
"W01001353","Unclassified",4.312
"W01001354","B Road",0.842
"W01001354","Not Classified",2.319
"W01001354","Unclassified",4.497
"W01001355","Not Classified",3.833
"W01001355","B Road",0.906
"W01001355","A Road",0.044
"W01001355","Unclassified",5.081
"W01001356","Unclassified",3.182
"W01001357","Unclassified",13.102
"W01001357","Not Classified",2.75
"W01001357","B Road",0.923
"W01001358","Unclassified",6.741
"W01001358","Not Classified",1.184
"W01001359","Unclassified",8.637
"W01001359","A Road",2.099
"W01001359","Not Classified",1.843
"W01001359","B Road",1.342
"W01001360","Unclassified",20.633
"W01001360","Not Classified",7.786
"W01001361","Not Classified",1.186
"W01001361","Unclassified",8.91
"W01001362","Unclassified",6.821
"W01001362","Not Classified",3.175
"W01001363","A Road",0.187
"W01001363","Unclassified",4.775
"W01001363","Not Classified",0.997
"W01001364","Not Classified",0.144
"W01001364","Unclassified",4.083
"W01001365","Unclassified",8.153
"W01001365","A Road",0.442
"W01001365","Not Classified",1.984
"W01001366","Unclassified",6.171
"W01001366","Not Classified",1.91
"W01001367","Not Classified",2.506
"W01001367","Unclassified",3.662
"W01001368","A Road",0.728
"W01001368","Not Classified",1.159
"W01001368","Unclassified",3.84
"W01001369","Unclassified",15.663
"W01001369","Not Classified",5.286
"W01001369","A Road",4.045
"W01001369","B Road",0.279
"W01001370","Not Classified",2.151
"W01001370","B Road",1.569
"W01001370","Unclassified",3.97
"W01001371","Unclassified",5.542
"W01001371","A Road",0.582
"W01001371","Not Classified",0.836
"W01001372","Not Classified",0.254
"W01001372","A Road",1.071
"W01001372","B Road",0.588
"W01001372","Unclassified",4.236
"W01001373","Not Classified",1.591
"W01001373","Unclassified",3.328
"W01001373","B Road",1.111
"W01001374","Not Classified",2.209
"W01001374","Unclassified",5.381
"W01001375","B Road",1.536
"W01001375","Unclassified",4.048
"W01001375","Not Classified",2.376
"W01001376","B Road",2.01
"W01001376","Unclassified",3.873
"W01001376","Not Classified",1.918
"W01001377","Unclassified",5.158
"W01001377","Not Classified",5.937
"W01001377","B Road",0.692
"W01001377","A Road",2.424
"W01001378","A Road",0.004
"W01001378","Unclassified",5.282
"W01001378","B Road",0.468
"W01001378","Not Classified",1.249
"W01001379","Not Classified",0.958
"W01001379","Unclassified",3.795
"W01001379","B Road",0.209
"W01001380","Not Classified",2.923
"W01001380","Unclassified",7.318
"W01001381","Not Classified",2.563
"W01001381","Unclassified",7.282
"W01001381","A Road",0.278
"W01001382","Not Classified",1.422
"W01001382","Unclassified",6.333
"W01001383","Not Classified",0.93
"W01001383","A Road",1.242
"W01001383","Unclassified",5.367
"W01001384","A Road",0.653
"W01001384","Unclassified",3.626
"W01001384","Not Classified",1.561
"W01001385","A Road",3.711
"W01001385","Not Classified",6.416
"W01001385","Unclassified",11.937
"W01001386","A Road",0.415
"W01001386","Unclassified",4.359
"W01001386","Not Classified",1.298
"W01001387","B Road",1.158
"W01001387","A Road",1.341
"W01001387","Not Classified",0.968
"W01001387","Unclassified",3.538
"W01001388","A Road",0.95
"W01001388","Unclassified",4.381
"W01001388","Not Classified",1.967
"W01001388","B Road",1.171
"W01001389","A Road",0.174
"W01001389","Unclassified",3.234
"W01001389","Not Classified",0.373
"W01001389","B Road",0.551
"W01001390","Not Classified",2.015
"W01001390","Unclassified",7.472
"W01001390","B Road",0.08
"W01001391","B Road",0.486
"W01001391","Unclassified",5.113
"W01001391","Not Classified",2.745
"W01001392","A Road",1.222
"W01001392","Not Classified",4.279
"W01001392","Unclassified",7.486
"W01001393","Unclassified",4.252
"W01001393","Not Classified",0.072
"W01001394","Unclassified",4.056
"W01001395","Not Classified",0.844
"W01001395","Unclassified",3.772
"W01001395","B Road",1.148
"W01001396","Not Classified",0.847
"W01001396","B Road",0.433
"W01001396","Unclassified",3.3
"W01001397","Not Classified",0.347
"W01001397","Unclassified",4.446
"W01001398","A Road",0.365
"W01001398","Not Classified",0.184
"W01001398","B Road",0.516
"W01001398","Unclassified",6.328
"W01001399","Unclassified",2.364
"W01001399","A Road",0.022
"W01001399","B Road",0.522
"W01001399","Not Classified",0.153
"W01001400","Unclassified",4.074
"W01001401","A Road",1.401
"W01001401","Unclassified",9.23
"W01001401","Not Classified",0.954
"W01001401","B Road",0.922
"W01001402","Unclassified",3.93
"W01001402","Not Classified",0.445
"W01001403","B Road",1.682
"W01001403","Unclassified",2.844
"W01001403","Not Classified",1.497
"W01001404","Unclassified",4.181
"W01001404","Not Classified",0.148
"W01001404","A Road",0.092
"W01001405","B Road",0.193
"W01001405","Not Classified",0.796
"W01001405","Unclassified",5.945
"W01001405","A Road",0.166
"W01001406","Unclassified",7.468
"W01001406","A Road",2.232
"W01001406","Not Classified",1.095
"W01001406","B Road",0.128
"W01001407","B Road",0.301
"W01001407","Not Classified",0.559
